CP,region,code,Local_athority,S Ref E,S Ref N,S Ref Latitude,S Ref Longitude,Road,Road.Name,RCat,CP.Location
941050,East of England,NULL,Cambridgeshire,546265,308416,52.65375426,0.160847374,U,NULL,UU,NULL
941052,East of England,NULL,Cambridgeshire,541449,292121,52.50863884,0.082751205,U,NULL,UU,NULL
941054,East of England,NULL,Cambridgeshire,540242,291007,52.49894209,0.0645102,U,NULL,UU,NULL
941055,East of England,NULL,Cambridgeshire,533052,244164,52.07985558,-0.059818084,U,NULL,UU,NULL
941056,East of England,NULL,Cambridgeshire,545960,260518,52.22353452,0.135430779,U,NULL,UU,NULL
941058,East of England,NULL,Cambridgeshire,546158,252681,52.15307329,0.134951199,U,NULL,UU,NULL
941060,East of England,NULL,Cambridgeshire,545050,261525,52.23282175,0.122549864,U,NULL,UU,NULL
941062,East of England,NULL,Cambridgeshire,545355,259904,52.21817809,0.126316669,U,NULL,UU,NULL
941066,East of England,NULL,Essex,581590,204307,51.70811001,0.62681306,B1010,NULL,BR,NULL
941068,East of England,NULL,Essex,563635,236059,51.99886394,0.382218145,B1053,NULL,BR,NULL
941070,East of England,NULL,Essex,617864,225267,51.88337638,1.16418545,B1414,NULL,BR,NULL
941072,East of England,NULL,Essex,558845,221335,51.86798083,0.305713372,B1256,NULL,BR,NULL
941074,East of England,NULL,Essex,542414,207119,51.74468089,0.061404517,B181,NULL,BR,NULL
941076,East of England,NULL,Essex,547337,231839,51.96550985,0.143188224,B1038,NULL,BR,NULL
941077,East of England,NULL,Essex,551863,236762,52.00852135,0.21119315,B1383,NULL,BR,NULL
941080,East of England,NULL,Essex,552061,235905,52.00076793,0.213695618,B1052,NULL,BR,NULL
941082,East of England,NULL,Essex,599203,204008,51.69945372,0.881229209,B1021,NULL,BR,NULL
941084,East of England,NULL,Essex,561399,227074,51.91880373,0.345458991,B184,NULL,BR,NULL
941086,East of England,NULL,Essex,605234,232464,51.95278391,0.985232737,B1029,NULL,BR,NULL
941088,East of England,NULL,Essex,554419,227024,51.92033222,0.244027954,B1051,NULL,BR,NULL
941090,East of England,NULL,Essex,585473,225914,51.9008953,0.694498644,B1024,NULL,BR,NULL
941094,East of England,NULL,Essex,564689,235358,51.99225564,0.397220526,B1053,NULL,BR,NULL
941096,East of England,NULL,Essex,613043,231383,51.94014536,1.09802668,B1352,NULL,BR,NULL
941098,East of England,NULL,Essex,562179,223430,51.88584239,0.355077306,B184,NULL,BR,NULL
941099,East of England,NULL,Essex,570602,200993,51.68178697,0.466324638,B1007,NULL,BR,NULL
941100,East of England,NULL,Essex,587473,207905,51.73849056,0.713793614,B1026,NULL,BR,NULL
941102,East of England,NULL,Essex,604866,231983,51.94860076,0.979598831,B1029,NULL,BR,NULL
941104,East of England,NULL,Essex,551947,241479,52.0508756,0.214509129,B184,NULL,BR,NULL
941106,East of England,NULL,Essex,559255,228803,51.9349529,0.315110575,B1051,NULL,BR,NULL
941108,East of England,NULL,Essex,608615,225320,51.88738672,1.030035699,B1029,NULL,BR,NULL
941110,East of England,NULL,Essex,579035,219949,51.84942397,0.597935204,B1018,NULL,BR,NULL
941112,East of England,NULL,Essex,568406,218581,51.84044064,0.443107438,B1417,NULL,BR,NULL
941114,East of England,NULL,Essex,545210,203481,51.71127628,0.100358393,B181,NULL,BR,NULL
941116,East of England,NULL,Essex,566128,228725,51.93224487,0.414953462,B1057,NULL,BR,NULL
941118,East of England,NULL,Essex,561447,229971,51.94481431,0.347514465,B184,NULL,BR,NULL
941120,East of England,NULL,Essex,563394,234175,51.98201096,0.377813881,B1051,NULL,BR,NULL
941121,East of England,NULL,Essex,568463,222814,51.87844731,0.445996072,B1256,NULL,BR,NULL
941126,East of England,NULL,Essex,563572,223392,51.88509443,0.375281092,B1057,NULL,BR,NULL
941128,East of England,NULL,Essex,590049,218049,51.82872327,0.756606293,B1022,NULL,BR,NULL
941130,East of England,NULL,Essex,585996,227665,51.91644655,0.703035949,B1024,NULL,BR,NULL
941132,East of England,NULL,Essex,584879,191219,51.58948746,0.667448484,B1013,NULL,BU,NULL
941134,East of England,NULL,Essex,575915,222829,51.87628313,0.554151441,B1256,NULL,BU,NULL
941136,East of England,NULL,Essex,570275,204463,51.71305661,0.463291951,B1007,NULL,BU,NULL
941140,East of England,NULL,Essex,586383,219112,51.8395041,0.704041556,B1024,NULL,BU,NULL
941142,East of England,NULL,Essex,575196,223096,51.87890747,0.543852908,B1256,NULL,BU,NULL
941143,East of England,NULL,Essex,576818,223376,51.88091088,0.56753534,B1256,NULL,BU,NULL
941146,East of England,NULL,Essex,618574,216313,51.80271733,1.168830889,B1027,NULL,BU,NULL
941148,East of England,NULL,Essex,571529,204600,51.71390553,0.481492416,B1009,NULL,BU,NULL
941150,East of England,NULL,Essex,588694,217161,51.82120734,0.736483116,B1023,NULL,BU,NULL
941152,East of England,NULL,Essex,567822,220015,51.85349765,0.435334006,B1417,NULL,BU,NULL
941154,East of England,NULL,Essex,559190,192326,51.60727088,0.29746038,B186,NULL,BU,NULL
941156,East of England,NULL,Essex,608488,216330,51.8067185,1.022776977,B1029,NULL,BU,NULL
941158,East of England,NULL,Essex,604025,230579,51.93630347,0.966546856,C,NULL,CR,NULL
941160,East of England,NULL,Essex,610030,221555,51.85305313,1.04827806,C,NULL,CR,NULL
941162,East of England,NULL,Essex,559549,237043,52.0088916,0.323209804,C,NULL,CR,NULL
941164,East of England,NULL,Essex,566962,213172,51.79228514,0.419562264,C,NULL,CR,NULL
941165,East of England,NULL,Essex,552728,205275,51.72539986,0.209874097,C,NULL,CR,NULL
941166,East of England,NULL,Essex,554798,207179,51.74193868,0.240666152,C,NULL,CR,NULL
941168,East of England,NULL,Essex,586919,220850,51.85493382,0.712751228,C,NULL,CR,NULL
941172,East of England,NULL,Essex,583595,231146,51.94850558,0.670021735,C,NULL,CR,NULL
941174,East of England,NULL,Essex,552599,244252,52.07560875,0.225248026,C,NULL,CR,NULL
941176,East of England,NULL,Essex,569137,209682,51.76028228,0.449370374,C,NULL,CR,NULL
941178,East of England,NULL,Essex,592016,188141,51.5594595,0.768667329,C,NULL,CR,NULL
941180,East of England,NULL,Essex,584779,227632,51.91655496,0.685343734,C,NULL,CR,NULL
941182,East of England,NULL,Essex,572096,240873,52.03954798,0.507760953,C,NULL,CR,NULL
941184,East of England,NULL,Essex,591703,225319,51.89344539,0.784609382,C,NULL,CR,NULL
941187,East of England,NULL,Essex,590306,201057,51.67603634,0.751038234,C,NULL,CR,NULL
941188,East of England,NULL,Essex,557749,234784,51.98911198,0.295967961,C,NULL,CR,NULL
941190,East of England,NULL,Essex,600525,202010,51.681042,0.899186058,C,NULL,CR,NULL
941192,East of England,NULL,Essex,563055,227130,51.91882477,0.369542882,C,NULL,CR,NULL
941194,East of England,NULL,Essex,577582,215061,51.80598432,0.574357311,C,NULL,CR,NULL
941196,East of England,NULL,Essex,591388,214939,51.80033741,0.774296783,C,NULL,CR,NULL
941198,East of England,NULL,Essex,578305,186593,51.55005242,0.570307886,C,NULL,CR,NULL
941200,East of England,NULL,Essex,596826,233716,51.96706292,0.863761783,C,NULL,CR,NULL
941202,East of England,NULL,Essex,572034,227786,51.92201801,0.500301482,C,NULL,CR,NULL
941204,East of England,NULL,Essex,554932,222793,51.88217894,0.24958128,C,NULL,CR,NULL
941206,East of England,NULL,Essex,551125,208778,51.75730664,0.188203699,C,NULL,CR,NULL
941208,East of England,NULL,Essex,573745,232441,51.96329856,0.527506824,C,NULL,CR,NULL
941209,East of England,NULL,Essex,581094,203588,51.70181231,0.619269219,C,NULL,CR,NULL
941210,East of England,NULL,Essex,558435,195796,51.63865847,0.288134933,C,NULL,CU,NULL
941212,East of England,NULL,Essex,576000,192558,51.60435621,0.540084729,C,NULL,CU,NULL
941214,East of England,NULL,Essex,567946,195050,51.62919998,0.425091247,C,NULL,CU,NULL
941216,East of England,NULL,Essex,578925,205655,51.72107318,0.588975988,C,NULL,CU,NULL
941218,East of England,NULL,Essex,572180,204382,51.71174804,0.490798479,C,NULL,CU,NULL
941220,East of England,NULL,Essex,539731,207836,51.75179835,0.022856601,C,NULL,CU,NULL
941222,East of England,NULL,Essex,558104,195906,51.63973979,0.283405424,C,NULL,CU,NULL
941224,East of England,NULL,Essex,573702,222810,51.87680554,0.522026968,C,NULL,CU,NULL
941226,East of England,NULL,Essex,559064,199862,51.67500998,0.299065048,C,NULL,CU,NULL
941228,East of England,NULL,Essex,581768,213973,51.79486841,0.634435315,C,NULL,CU,NULL
941230,East of England,NULL,Essex,617266,215579,51.79663724,1.1494309,C,NULL,CU,NULL
941231,East of England,NULL,Essex,617491,214448,51.78639642,1.151980069,C,NULL,CU,NULL
941232,East of England,NULL,Essex,561397,192942,51.61217721,0.329586774,C,NULL,CU,NULL
941234,East of England,NULL,Essex,538501,200201,51.68349827,0.002017043,C,NULL,CU,NULL
941236,East of England,NULL,Essex,596249,209971,51.75404167,0.841897532,C,NULL,CU,NULL
941238,East of England,NULL,Essex,573894,189874,51.58090038,0.508376223,C,NULL,CU,NULL
941240,East of England,NULL,Essex,573051,222897,51.87778921,0.512623068,U,NULL,UR,NULL
941242,East of England,NULL,Essex,589665,228838,51.92574416,0.756964021,C,NULL,CR,NULL
941246,East of England,NULL,Essex,539567,202554,51.70437767,0.018366955,U,NULL,UR,NULL
941248,East of England,NULL,Essex,588968,226468,51.90469722,0.74554061,C,NULL,CR,NULL
941250,East of England,NULL,Essex,584562,191621,51.5932019,0.663088958,U,NULL,UR,NULL
941253,East of England,NULL,Essex,550128,220077,51.85909038,0.178660142,U,NULL,UR,NULL
941254,East of England,NULL,Essex,576765,187140,51.55545,0.548394809,U,NULL,UR,NULL
941256,East of England,NULL,Essex,602581,234094,51.96839128,0.947641332,U,NULL,UR,NULL
941258,East of England,NULL,Essex,572087,221935,51.86944626,0.498153695,U,NULL,UR,NULL
941260,East of England,NULL,Essex,573802,214702,51.80394652,0.519407769,U,NULL,UR,NULL
941262,East of England,NULL,Essex,572630,191918,51.59964951,0.491156397,U,NULL,UR,NULL
941264,East of England,NULL,Essex,593168,223372,51.87545578,0.804783607,U,NULL,UR,NULL
941266,East of England,NULL,Essex,570288,234602,51.98377806,0.478311603,C,NULL,CR,NULL
941270,East of England,NULL,Essex,556923,230765,51.95324067,0.282113312,U,NULL,UR,NULL
941272,East of England,NULL,Essex,554652,228414,51.93275521,0.248037259,U,NULL,UR,NULL
941274,East of England,NULL,Essex,555913,221199,51.86758545,0.263102857,U,NULL,UR,NULL
941276,East of England,NULL,Essex,605003,229416,51.92550222,0.980060796,U,NULL,UR,NULL
941278,East of England,NULL,Essex,564337,219689,51.85160524,0.38462551,U,NULL,UR,NULL
941280,East of England,NULL,Essex,545946,232711,51.97371097,0.123326652,U,NULL,UR,NULL
941282,East of England,NULL,Essex,576072,195108,51.62723893,0.542403454,U,NULL,UR,NULL
941284,East of England,NULL,Essex,551536,239416,52.03245414,0.207606534,U,NULL,UR,NULL
941286,East of England,NULL,Essex,608988,223336,51.86943427,1.034247356,U,NULL,UR,NULL
941290,East of England,NULL,Essex,546387,205566,51.72970434,0.118257169,U,NULL,UR,NULL
941292,East of England,NULL,Essex,570457,243602,52.06456615,0.485248918,U,NULL,UR,NULL
941294,East of England,NULL,Essex,557557,200396,51.68023183,0.277529431,U,NULL,UR,NULL
941296,East of England,NULL,Essex,581903,231007,51.94781261,0.645356989,U,NULL,UU,NULL
941297,East of England,NULL,Essex,568565,196567,51.64264245,0.434755823,U,NULL,UU,NULL
941298,East of England,NULL,Essex,546350,208794,51.75871737,0.119078725,U,NULL,UU,NULL
941300,East of England,NULL,Essex,567477,188614,51.57152312,0.415251157,U,NULL,UU,NULL
941304,East of England,NULL,Essex,573936,208663,51.74966056,0.518326368,U,NULL,UU,NULL
941306,East of England,NULL,Essex,547155,209721,51.76683557,0.131126016,U,NULL,UU,NULL
941310,East of England,NULL,Essex,574559,221738,51.86690938,0.533922306,U,NULL,UU,NULL
941312,East of England,NULL,Essex,581846,216039,51.81339879,0.636648025,U,NULL,UU,NULL
941316,East of England,NULL,Essex,584591,192849,51.6042218,0.664152801,U,NULL,UU,NULL
941318,East of England,NULL,Essex,602563,225495,51.89118811,0.942322166,U,NULL,UU,NULL
941319,East of England,NULL,Essex,594670,196283,51.63166978,0.811419127,U,NULL,UU,NULL
941322,East of England,NULL,Essex,572485,188815,51.57182013,0.487541556,U,NULL,UU,NULL
941326,East of England,NULL,Essex,590770,223373,51.87628947,0.769992167,U,NULL,UU,NULL
941328,East of England,NULL,Essex,602091,224919,51.88618736,0.935135419,U,NULL,UU,NULL
941330,East of England,NULL,Essex,581602,215828,51.81158296,0.633001833,U,NULL,UU,NULL
941332,East of England,NULL,Essex,545406,209818,51.76816366,0.105839149,U,NULL,UU,NULL
941334,East of England,NULL,Essex,540788,193556,51.62322104,0.032403243,U,NULL,UU,NULL
941338,East of England,NULL,Essex,576208,222755,51.87552605,0.5583656,U,NULL,UU,NULL
941340,East of England,NULL,Essex,584363,193603,51.61106855,0.661260395,U,NULL,UU,NULL
941342,East of England,NULL,Essex,617307,215207,51.79328172,1.149791637,U,NULL,UU,NULL
941344,East of England,NULL,Essex,586148,192838,51.60361092,0.686604012,U,NULL,UU,NULL
941346,East of England,NULL,Essex,623808,219931,51.83312589,1.246951638,U,NULL,UU,NULL
941348,East of England,NULL,Essex,577687,188575,51.56805029,0.562404877,U,NULL,UU,NULL
941350,East of England,NULL,Essex,574148,195171,51.62840309,0.514666753,U,NULL,UU,NULL
941352,East of England,NULL,Essex,570283,205112,51.71888403,0.463724556,U,NULL,UU,NULL
941354,East of England,NULL,Essex,580596,184231,51.52810864,0.602103807,U,NULL,UU,NULL
941356,East of England,NULL,Essex,578754,188287,51.56512644,0.577637261,U,NULL,UU,NULL
941358,East of England,NULL,Essex,572157,208577,51.7494371,0.492538733,U,NULL,UU,NULL
941360,East of England,NULL,Essex,580851,229563,51.93518632,0.629308637,U,NULL,UU,NULL
941362,East of England,NULL,Essex,581476,190358,51.58285944,0.617935029,U,NULL,UU,NULL
941363,East of England,NULL,Essex,576343,238408,52.016075,0.568346719,U,NULL,UU,NULL
941364,East of England,NULL,Essex,577025,187710,51.56048853,0.552427977,U,NULL,UU,NULL
941368,East of England,NULL,Essex,577940,188110,51.56379379,0.565816178,U,NULL,UU,NULL
941370,East of England,NULL,Essex,577480,186570,51.55010572,0.558410068,U,NULL,UU,NULL
941372,East of England,NULL,Essex,601963,225222,51.88895436,0.933455357,U,NULL,UU,NULL
941374,East of England,NULL,Essex,578637,202150,51.68968302,0.583016596,U,NULL,UU,NULL
941376,East of England,NULL,Essex,606189,224768,51.88333235,0.994505497,U,NULL,UU,NULL
941378,East of England,NULL,Essex,545851,208803,51.75892829,0.11185774,U,NULL,UU,NULL
941384,East of England,NULL,Essex,582148,188309,51.56423894,0.626561847,U,NULL,UU,NULL
941386,East of England,NULL,Essex,572160,187724,51.56211902,0.482322573,U,NULL,UU,NULL
941388,East of England,NULL,Essex,571352,208718,51.75095024,0.480958396,U,NULL,UU,NULL
941389,North West,NULL,Lancashire,337800,410725,53.58940002,-2.941135232,C108,NULL,CR,NULL
941390,East of England,NULL,Essex,570592,204642,51.7145683,0.467963428,U,NULL,UU,NULL
941392,East of England,NULL,Essex,579532,191955,51.59782602,0.590723646,U,NULL,UU,NULL
941394,East of England,NULL,Essex,566276,188963,51.57501353,0.398102506,U,NULL,UU,NULL
941396,East of England,NULL,Essex,546064,201347,51.69188071,0.111817016,U,NULL,UU,NULL
941398,East of England,NULL,Essex,600493,222422,51.86434261,0.910498692,U,NULL,UU,NULL
941400,East of England,NULL,Essex,582272,187450,51.55648345,0.627903856,U,NULL,UU,NULL
941402,East of England,NULL,Essex,545556,208871,51.75961595,0.107615012,U,NULL,UU,NULL
941408,East of England,NULL,Essex,577136,183182,51.51978109,0.55175071,U,NULL,UU,NULL
941410,East of England,NULL,Essex,579234,191355,51.59253155,0.586119531,U,NULL,UU,NULL
941412,East of England,NULL,Essex,578555,183555,51.5226851,0.572370194,U,NULL,UU,NULL
941416,East of England,NULL,Essex,576647,187828,51.56166688,0.547039868,U,NULL,UU,NULL
941420,East of England,NULL,Essex,543902,208223,51.75422065,0.083398724,U,NULL,UU,NULL
941424,East of England,NULL,Essex,543415,210377,51.77369945,0.077236551,U,NULL,UU,NULL
941426,East of England,NULL,Essex,592863,224081,51.88192816,0.800754385,U,NULL,UU,NULL
941428,East of England,NULL,Essex,543473,209955,51.76989287,0.077902419,U,NULL,UU,NULL
941429,East of England,NULL,Essex,577678,189183,51.5735144,0.562582366,U,NULL,UU,NULL
941430,East of England,NULL,Essex,572578,204789,51.71528176,0.496754793,U,NULL,UU,NULL
941432,East of England,NULL,Essex,543903,197214,51.6553022,0.078873269,U,NULL,UU,NULL
941434,East of England,NULL,Essex,569474,188065,51.56599512,0.443774707,U,NULL,UU,NULL
941436,East of England,NULL,Essex,571960,204526,51.71310896,0.48768835,U,NULL,UU,NULL
941438,East of England,NULL,Essex,543717,193284,51.62003732,0.07457404,U,NULL,UU,NULL
941440,East of England,NULL,Essex,558944,194677,51.62846185,0.294976495,U,NULL,UU,NULL
941442,East of England,NULL,Hertfordshire,519497,226731,51.92628189,-0.263592286,B656,NULL,BR,NULL
941444,East of England,NULL,Hertfordshire,539252,224961,51.90579196,0.0228051,B1368,NULL,BR,NULL
941448,East of England,NULL,Hertfordshire,529806,209576,51.76981996,-0.120189162,B158,NULL,BR,NULL
941450,East of England,NULL,Hertfordshire,538473,235798,52.00335863,0.015851951,B1368,NULL,BR,NULL
941451,East of England,NULL,Hertfordshire,517626,219466,51.86139042,-0.293264212,B651,NULL,BR,NULL
941452,East of England,NULL,Hertfordshire,510257,211563,51.79186572,-0.402743249,B487,NULL,BR,NULL
941454,East of England,NULL,Hertfordshire,511242,230163,51.95883494,-0.382480064,B655,NULL,BR,NULL
941456,East of England,NULL,Hertfordshire,519434,222563,51.88883878,-0.265951289,B651,NULL,BR,NULL
941458,East of England,NULL,Hertfordshire,542306,216654,51.83038213,0.063748383,B1004,NULL,BR,NULL
941462,East of England,NULL,Hertfordshire,539153,231524,51.96478645,0.024019294,B1368,NULL,BR,NULL
941464,East of England,NULL,Hertfordshire,526255,212039,51.79276491,-0.170728308,B195,NULL,BU,NULL
941468,East of England,NULL,Hertfordshire,524180,222638,51.88847679,-0.196997955,B197,NULL,BU,NULL
941470,East of England,NULL,Hertfordshire,523355,216496,51.83346459,-0.2111701,B656,NULL,BU,NULL
941473,East of England,NULL,Hertfordshire,525389,218636,51.85224304,-0.180891779,B197,NULL,BU,NULL
941474,East of England,NULL,Hertfordshire,528697,225939,51.91711627,-0.130168933,B1037,NULL,BU,NULL
941476,East of England,NULL,Hertfordshire,535742,229460,51.94708308,-0.026411613,B1038,NULL,BU,NULL
941478,East of England,NULL,Hertfordshire,536509,204366,51.72141149,-0.02514959,B176,NULL,BU,NULL
941480,East of England,NULL,Hertfordshire,506686,213684,51.81162039,-0.453847936,C,NULL,CR,NULL
941482,North West,NULL,Oldham,394854,407259,53.56192349,-2.079161293,U,NULL,UU,NULL
941486,East of England,NULL,Hertfordshire,521504,230479,51.95952934,-0.233096786,C,NULL,CR,NULL
941488,East of England,NULL,Hertfordshire,545977,212967,51.79630865,0.115431324,C,NULL,CR,NULL
941492,East of England,NULL,Hertfordshire,503103,210190,51.78088809,-0.506840085,C,NULL,CR,NULL
941494,East of England,NULL,Hertfordshire,514331,220846,51.8744768,-0.340635199,C,NULL,CR,NULL
941495,East of England,NULL,Hertfordshire,528316,211240,51.78511634,-0.141156234,C,NULL,CR,NULL
941496,East of England,NULL,Hertfordshire,493853,211543,51.79467542,-0.640518162,C,NULL,CR,NULL
941498,East of England,NULL,Hertfordshire,528497,221458,51.87689579,-0.134743692,C,NULL,CR,NULL
941502,East of England,NULL,Hertfordshire,520185,204647,51.72766947,-0.261251181,C,NULL,CR,NULL
941504,East of England,NULL,Hertfordshire,524473,203382,51.7153667,-0.199649664,C,NULL,CR,NULL
941506,East of England,NULL,Hertfordshire,524508,230526,51.95928783,-0.189384263,C,NULL,CR,NULL
941508,East of England,NULL,Hertfordshire,525213,234246,51.99255829,-0.177773764,C,NULL,CU,NULL
941510,East of England,NULL,Hertfordshire,491453,211694,51.79642977,-0.675268644,C,NULL,CU,NULL
941512,East of England,NULL,Hertfordshire,513194,215155,51.82356214,-0.359005156,C,NULL,CU,NULL
941514,East of England,NULL,Hertfordshire,519180,226917,51.9280213,-0.268135719,C,NULL,CU,NULL
941517,East of England,NULL,Hertfordshire,521575,233638,51.98790202,-0.230946229,C,NULL,CU,NULL
941518,East of England,NULL,Hertfordshire,507492,206123,51.74351003,-0.444499446,C,NULL,CU,NULL
941520,East of England,NULL,Hertfordshire,536552,206660,51.74201436,-0.023628415,C,NULL,CU,NULL
941522,East of England,NULL,Hertfordshire,520082,229187,51.94822727,-0.25423249,C,NULL,CU,NULL
941524,East of England,NULL,Hertfordshire,548394,214885,51.81290574,0.151274553,C,NULL,CU,NULL
941528,East of England,NULL,Hertfordshire,535647,202578,51.70555375,-0.038316285,C,NULL,CU,NULL
941530,East of England,NULL,Hertfordshire,523129,208993,51.76608765,-0.217110107,C,NULL,CU,NULL
941534,East of England,NULL,Hertfordshire,507405,204743,51.73112355,-0.446184513,U,NULL,UR,NULL
941536,East of England,NULL,Hertfordshire,549320,219669,51.85564131,0.166759809,U,NULL,UR,NULL
941538,East of England,NULL,Hertfordshire,513386,201033,51.69660361,-0.360823252,U,NULL,UR,NULL
941539,East of England,NULL,Hertfordshire,509659,203578,51.72021702,-0.41392659,C,NULL,CR,NULL
941542,East of England,NULL,Hertfordshire,512646,195882,51.6504575,-0.373185136,U,NULL,UR,NULL
